,TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,REPORT_DATE,REPORT_COUNT,LINK
2302,Heather Basin,Olympic Peninsula,,,,,2.8,5,2019-05-03,7,https://www.wta.org/go-hiking/hikes/heather-basin
2303,Grassy Point,North Cascades,,,,,2.25,4,2018-09-26,8,https://www.wta.org/go-hiking/hikes/grassy-point
2304,Goose Lake Plateau,Central Washington,7.0,roundtrip,100.0,1000.0,3.5,4,2019-01-13,12,https://www.wta.org/go-hiking/hikes/goose-lakes-plateau
2305,Gotchen Creek-Aiken Lava Bed East,South Cascades,11.0,roundtrip,2600.0,6300.0,2.75,4,2017-09-29,3,https://www.wta.org/go-hiking/hikes/gotchen-creek
2306,Gold Run Pass,North Cascades,,,,,3.67,6,2017-07-14,1,https://www.wta.org/go-hiking/hikes/gold-run-pass
2307,Gray Wolf Pass,Olympic Peninsula,,,,,3.8,5,2018-09-29,30,https://www.wta.org/go-hiking/hikes/gray-wolf-pass
2308,Grant Purcell Falls,South Cascades,,,,,3.67,6,2018-07-02,2,https://www.wta.org/go-hiking/hikes/grant-purcell-falls
2309,Gold Creek,Central Washington,,,,,3.7,10,2019-06-15,12,https://www.wta.org/go-hiking/hikes/gold-creek-2
2310,Carbon River Rain Forest Nature Trail,Mount Rainier Area,0.5,roundtrip,80.0,1960.0,3.25,4,2019-05-26,13,https://www.wta.org/go-hiking/hikes/carbon-river-rain-forest-nature-trail
2311,Campbell Lake,Eastern Washington,,,,,2.0,3,2013-02-09,1,https://www.wta.org/go-hiking/hikes/campbell-lake
2312,Cedar Lake Way,Olympic Peninsula,,,,,2.25,4,2018-07-15,6,https://www.wta.org/go-hiking/hikes/cedar-lake-way
2313,Cathedral Creek,North Cascades,,,,,1.75,4,,0,https://www.wta.org/go-hiking/hikes/cathedral-creek
2314,Canyon Ridge,North Cascades,,,,,3.0,4,2019-06-07,16,https://www.wta.org/go-hiking/hikes/canyon-ridge
2315,Castle Lake,South Cascades,,,,,2.67,3,2017-08-12,1,https://www.wta.org/go-hiking/hikes/castle-lake
2316,Castle Mountain,South Cascades,,,,,2.5,4,2010-10-01,9,https://www.wta.org/go-hiking/hikes/castle-mountain
2317,Camp Muir Snowshoe,Mount Rainier Area,10.0,roundtrip,4400.0,10000.0,3.0,3,2019-05-11,63,https://www.wta.org/go-hiking/hikes/camp-muir-snowshoe
2318,Carlton Creek,South Cascades,,,,,3.0,4,2008-06-10,5,https://www.wta.org/go-hiking/hikes/carlton-creek
2319,Cascade Creek,Snoqualmie Region,,,,,2.5,4,2018-09-17,6,https://www.wta.org/go-hiking/hikes/cascade-creek
2320,Cathedral Rock,Snoqualmie Region,9.0,roundtrip,2200.0,5600.0,3.31,13,2019-06-30,194,https://www.wta.org/go-hiking/hikes/cathedral-rock
2321,Cascade Loop-Monument,North Cascades,,,,,2.5,4,,0,https://www.wta.org/go-hiking/hikes/cascade-loop-monument
2322,Chenamus Lake,South Cascades,2.8,roundtrip,260.0,4250.0,3.25,4,2016-08-09,1,https://www.wta.org/go-hiking/hikes/chenamus-lake
2323,Chain Lakes,Central Cascades,,,,,3.67,6,2019-06-29,50,https://www.wta.org/go-hiking/hikes/chain-lakes
2324,Chair Lift,South Cascades,,,,,3.6,5,2008-08-31,1,https://www.wta.org/go-hiking/hikes/chair-lift
2325,Capitol State Forest - Capitol Peak,Olympic Peninsula,9.0,roundtrip,1300.0,2659.0,3.38,8,2019-03-24,30,https://www.wta.org/go-hiking/hikes/capitol-peak
2326,Boulder Basin,Central Cascades,,,,,3.4,5,2018-07-03,8,https://www.wta.org/go-hiking/hikes/boulder-basin
2327,Camp Creek,Snoqualmie Region,,,,,3.33,3,2012-06-06,3,https://www.wta.org/go-hiking/hikes/camp-creek
2328,Cameron Creek,Olympic Peninsula,,,,,2.75,4,2019-06-29,18,https://www.wta.org/go-hiking/hikes/cameron-creek
2329,Buck Creek,South Cascades,,,,,2.5,4,2018-08-15,7,https://www.wta.org/go-hiking/hikes/buck-creek-3
2330,Buck Creek,North Cascades,,,,,1.75,4,2019-03-30,5,https://www.wta.org/go-hiking/hikes/buck-creek-1
2331,Boulder Pass,Central Cascades,,,,,4.25,4,2018-07-03,21,https://www.wta.org/go-hiking/hikes/boulder-pass
2332,Boundary Trail - Rainier,Mount Rainier Area,,,,,3.0,4,2018-06-12,29,https://www.wta.org/go-hiking/hikes/boundary-trail
2333,Cabinet Creek,North Cascades,,,,,2.75,4,,0,https://www.wta.org/go-hiking/hikes/cabinet-creek
2334,Brush Creek,North Cascades,,,,,2.0,4,2018-08-04,3,https://www.wta.org/go-hiking/hikes/brush-creek
2335,Breezy Point,South Cascades,,,,,3.75,4,,0,https://www.wta.org/go-hiking/hikes/breezy-point
2336,Boston Basin,North Cascades,,,,,4.17,6,2019-06-09,23,https://www.wta.org/go-hiking/hikes/boston-basin
2337,Cady Pass,Central Cascades,,,,,3.0,4,2018-07-03,4,https://www.wta.org/go-hiking/hikes/cady-pass
2338,Cady Creek,Central Cascades,5.2,roundtrip,1300.0,4300.0,2.8,5,2018-08-27,35,https://www.wta.org/go-hiking/hikes/cady-creek
2339,Butte Creek Sitka Spruce Grove,Southwest Washington,1.5,roundtrip,200.0,425.0,2.4,5,2018-05-30,3,https://www.wta.org/go-hiking/hikes/butte-creek-sitka-spruce-grove
2340,Swan Creek Park,Puget Sound and Islands,2.4,roundtrip,,,3.78,9,2019-05-31,53,https://www.wta.org/go-hiking/hikes/swan-creek-park
2341,South Ship Canal Trail,Puget Sound and Islands,3.8,roundtrip,,20.0,0.0,0,2018-08-26,1,https://www.wta.org/go-hiking/hikes/south-ship-canal-trail
2342,Skagit-Sauk Reach Trail,North Cascades,8.0,roundtrip,,300.0,0.0,0,2019-04-30,17,https://www.wta.org/go-hiking/hikes/skagit-sauk-reach-trail
2343,Silver Shadow Trail,Southwest Washington,3.4,trails,500.0,2477.0,0.0,0,2019-05-09,1,https://www.wta.org/go-hiking/hikes/silver-shadow-trail
2344,Skyscraper Pass,Mount Rainier Area,6.8,roundtrip,1700.0,7079.0,4.0,5,2018-10-20,65,https://www.wta.org/go-hiking/hikes/skyscraper-pass
2345,Skyscraper Mountain,Mount Rainier Area,8.0,roundtrip,1300.0,7000.0,3.94,17,2019-06-28,97,https://www.wta.org/go-hiking/hikes/skyscraper-mountain
2346,Skagit River Loop Trail,North Cascades,1.8,roundtrip,118.0,597.0,3.2,5,2018-08-26,8,https://www.wta.org/go-hiking/hikes/skagit-river
2347,South Access Road,Issaquah Alps,5.4,roundtrip,1606.0,2037.0,2.17,6,2019-01-25,24,https://www.wta.org/go-hiking/hikes/south-access
2348,Snow Bowl Hut Snowshoe,Mount Rainier Area,8.5,roundtrip,2000.0,4300.0,5.0,7,2019-05-11,51,https://www.wta.org/go-hiking/hikes/snow-bowl-hut-snowshoe
2349,Snow Mountain Ranch,Central Washington,9.2,roundtrip,1140.0,3376.0,3.0,5,2019-06-22,140,https://www.wta.org/go-hiking/hikes/snow-mountain-ranch
2350,South Fork Hoh River - Big Flat,Olympic Peninsula,7.0,roundtrip,150.0,850.0,2.67,9,2019-06-24,32,https://www.wta.org/go-hiking/hikes/south-fork-hoh-river
2351,Scout Patrol Peak,Snoqualmie Region,,,2724.0,4693.0,3.0,1,2019-05-19,9,https://www.wta.org/go-hiking/hikes/scout-patrol-peak
2352,Seaquest State Park - Silver Lake,South Cascades,3.0,roundtrip,100.0,4390.0,2.2,5,2019-04-17,17,https://www.wta.org/go-hiking/hikes/seaquest-state-park-silver-lake
2353,Schaefer Lake,Central Cascades,9.0,roundtrip,3200.0,5195.0,3.5,6,2019-06-14,43,https://www.wta.org/go-hiking/hikes/schaefer-lake
2354,Scott Paul Trail,North Cascades,8.0,roundtrip,2000.0,5200.0,3.94,16,2019-05-29,137,https://www.wta.org/go-hiking/hikes/scott-paul-trail
2355,Silver Falls Loop,Mount Rainier Area,3.0,roundtrip,600.0,2300.0,3.62,21,2019-06-30,125,https://www.wta.org/go-hiking/hikes/silver-falls-loop
2356,Segelsen Ridge Snowshoe,North Cascades,6.0,roundtrip,2500.0,4516.0,2.0,3,2019-01-01,7,https://www.wta.org/go-hiking/hikes/segelsen-ridge-snowshoe
2357,Silver Lake,North Cascades,9.2,roundtrip,2800.0,6950.0,2.88,8,2019-07-02,9,https://www.wta.org/go-hiking/hikes/silver-lake-1
2358,Shadow of The Sentinels,North Cascades,0.5,roundtrip,50.0,900.0,2.75,4,2018-05-13,17,https://www.wta.org/go-hiking/hikes/shadow-of-the-sentinels
2359,Capitol State Forest - Sherman Creek Loop,Olympic Peninsula,7.8,roundtrip,800.0,1150.0,4.0,8,2019-04-21,40,https://www.wta.org/go-hiking/hikes/sherman-creek
2360,Silver Lake - Monte Cristo,North Cascades,11.0,roundtrip,2000.0,4350.0,4.67,3,2019-06-30,70,https://www.wta.org/go-hiking/hikes/silver-lake-3
2361,Sierra Park,Puget Sound and Islands,1.0,roundtrip,,,2.33,3,,0,https://www.wta.org/go-hiking/hikes/sierra-park-for-the-blind
2362,Sherman Peak Loop,Eastern Washington,5.9,roundtrip,1800.0,6998.0,3.75,4,2019-06-29,17,https://www.wta.org/go-hiking/hikes/sherman
2363,Sexagenarian Peak,North Cascades,,,,4880.0,2.67,3,2008-09-03,1,https://www.wta.org/go-hiking/hikes/sexagenarian-peak
2364,Shady Lane,Olympic Peninsula,1.8,roundtrip,,,3.45,11,2019-06-13,32,https://www.wta.org/go-hiking/hikes/shady-lane
2365,Sehome Arboretum,Puget Sound and Islands,6.0,roundtrip,,,2.4,5,2019-04-07,11,https://www.wta.org/go-hiking/hikes/sehome-arboretum
2366,Sharpe Park - Montgomery - Duban Headlands,Puget Sound and Islands,1.5,roundtrip,300.0,400.0,3.75,4,2019-06-04,56,https://www.wta.org/go-hiking/hikes/sharpe-park-montgomery-duban-headlands
2367,Sherman Pass Snowshoe Loop,Eastern Washington,6.0,roundtrip,1000.0,,2.57,7,2016-09-03,6,https://www.wta.org/go-hiking/hikes/sherman-pass
2368,Shedroof Divide,Eastern Washington,22.8,one-way,,,3.12,8,2018-09-15,16,https://www.wta.org/go-hiking/hikes/shedroof-divide
2369,Silent Swamp Loop,Issaquah Alps,8.8,roundtrip,600.0,1780.0,3.14,7,2019-05-05,31,https://www.wta.org/go-hiking/hikes/silent-swamp
2370,Redmond Watershed Preserve,Puget Sound and Islands,4.5,roundtrip,400.0,580.0,3.8,5,2019-06-23,82,https://www.wta.org/go-hiking/hikes/redmond-watershed-preserve
2371,Red Pass,Snoqualmie Region,,,2300.0,5300.0,3.4,5,2019-06-29,51,https://www.wta.org/go-hiking/hikes/red-pass
2372,Rattlesnake Dance Ridge Trail,Central Washington,2.0,roundtrip,1250.0,2646.0,4.67,3,2019-05-26,75,https://www.wta.org/go-hiking/hikes/rattlesnake-dance-ridge-trail
2373,Island Lake - Rainbow Lake,Snoqualmie Region,11.7,roundtrip,3000.0,4400.0,3.93,14,2019-06-15,228,https://www.wta.org/go-hiking/hikes/rainbow-lake-1
2374,Reynolds Creek,North Cascades,,,,,3.0,5,2017-05-27,6,https://www.wta.org/go-hiking/hikes/reynolds-creek
2375,Rainier View,Mount Rainier Area,2.4,roundtrip,300.0,6000.0,4.3,10,2018-09-30,30,https://www.wta.org/go-hiking/hikes/rainier-view
2376,Rainy Lake,North Cascades,2.0,roundtrip,70.0,4800.0,3.0,5,2019-06-04,62,https://www.wta.org/go-hiking/hikes/rainy-lake
2377,Quinault National Recreation Trails,Olympic Peninsula,3.9,roundtrip,500.0,450.0,2.56,9,2019-04-28,32,https://www.wta.org/go-hiking/hikes/quinault-rain-forest-loop
2378,Riley Camp,South Cascades,10.0,roundtrip,2280.0,5800.0,3.0,5,2019-06-29,11,https://www.wta.org/go-hiking/hikes/riley-camp
2379,Red Bluff,Eastern Washington,9.0,roundtrip,220.0,3920.0,4.5,4,2017-07-15,6,https://www.wta.org/go-hiking/hikes/red-bluff
2380,Red Town Creek,Issaquah Alps,0.5,roundtrip,,,3.14,7,2019-03-30,19,https://www.wta.org/go-hiking/hikes/red-town-creek
2381,Red Town Meadow &amp; Trails,Issaquah Alps,1.5,roundtrip,150.0,800.0,3.17,6,2019-06-23,115,https://www.wta.org/go-hiking/hikes/redtown-meadow
2382,Rampart Ridge - Rampart Lakes,Snoqualmie Region,11.0,roundtrip,2200.0,5100.0,4.14,22,2019-06-30,293,https://www.wta.org/go-hiking/hikes/rampart-ridge-1
2383,Red Mountain via Money Creek Road,Central Cascades,,,,5576.0,5.0,1,2011-11-25,2,https://www.wta.org/go-hiking/hikes/red-moutain-5576-money-creek
2384,Mazama Park via Ridley Creek,North Cascades,7.0,roundtrip,2600.0,,3.4,5,2019-06-16,45,https://www.wta.org/go-hiking/hikes/ridley-creek
2385,Rasar State Park,North Cascades,3.0,roundtrip,20.0,125.0,3.6,5,2019-05-05,38,https://www.wta.org/go-hiking/hikes/rasar-state-park
2386,Rainbow Loop,Central Cascades,4.4,roundtrip,1000.0,2200.0,3.6,5,2019-06-29,15,https://www.wta.org/go-hiking/hikes/rainbow-loop
2387,Rainbow Falls State Park,Southwest Washington,3.0,roundtrip,200.0,450.0,2.57,7,2019-03-02,20,https://www.wta.org/go-hiking/hikes/rainbow-falls-state-park
2388,Blazer Lake,Snoqualmie Region,,,,,4.5,2,2013-09-26,5,https://www.wta.org/go-hiking/hikes/rainbow-blazer-lakes
2389,Rattlesnake Slope Wildlife Area,Central Washington,5.0,roundtrip,1600.0,2000.0,3.33,6,2019-06-02,11,https://www.wta.org/go-hiking/hikes/rattlesnake-slope-wildlife-area
2390,Red Mountain Lookout,South Cascades,8.0,roundtrip,,4968.0,3.5,2,2018-09-15,9,https://www.wta.org/go-hiking/hikes/red-mountain-lookout
2391,Quartz Creek,Central Cascades,8.4,roundtrip,1500.0,4000.0,2.4,5,2018-07-01,63,https://www.wta.org/go-hiking/hikes/quartz-creek-1
2392,Reflection and Louise Lakes Snowshoe,Mount Rainier Area,7.0,roundtrip,560.0,5100.0,3.5,4,2019-05-05,44,https://www.wta.org/go-hiking/hikes/reflection-and-louise-lakes-snowshoe
2393,Quinault Rainforest Nature Loop,Olympic Peninsula,0.5,roundtrip,40.0,,3.5,8,2019-05-18,28,https://www.wta.org/go-hiking/hikes/quinault-rainforest-nature-loop
2394,Potters Pond Fishing and Observation Platform,Eastern Washington,0.25,roundtrip,,,0.0,0,,0,https://www.wta.org/go-hiking/hikes/potters-pond-fishing-and-observation-platform
2395,Pleasant Valley Lake,Mount Rainier Area,5.2,roundtrip,2350.0,5740.0,3.0,4,2019-05-17,12,https://www.wta.org/go-hiking/hikes/pleasant-valley-lake
2396,Poo Top,Issaquah Alps,0.8,roundtrip,,2948.0,3.0,1,2019-04-30,62,https://www.wta.org/go-hiking/hikes/poo-top
2397,Point Whitehorn,Puget Sound and Islands,4.0,roundtrip,,,3.0,2,2018-07-10,16,https://www.wta.org/go-hiking/hikes/point-whitehorn
2398,Preston Trail,Issaquah Alps,5.0,roundtrip,,,3.0,4,2019-03-28,86,https://www.wta.org/go-hiking/hikes/preston-trail
2399,Capitol State Forest - Porter Falls,Olympic Peninsula,2.2,roundtrip,450.0,,4.0,2,2019-05-04,49,https://www.wta.org/go-hiking/hikes/porter-falls
2400,Mary's Peak,Snoqualmie Region,,,3143.0,6680.0,0.0,0,2019-05-18,5,https://www.wta.org/go-hiking/hikes/marys-peak
2401,Meta Lake,South Cascades,0.6,roundtrip,,3625.0,3.29,7,2019-06-25,13,https://www.wta.org/go-hiking/hikes/meta-lake
2402,McLaughlin Canyon Trail,Eastern Washington,3.0,roundtrip,200.0,,0.0,0,2017-08-25,6,https://www.wta.org/go-hiking/hikes/mclaughlin-canyon-trail
2403,Mary E. Theler Wetlands Nature Preserve,Olympic Peninsula,3.5,roundtrip,50.0,50.0,2.92,13,2019-06-08,26,https://www.wta.org/go-hiking/hikes/mary-e-theler-wetlands-nature-preserve
2404,Miller Peak,Snoqualmie Region,8.8,roundtrip,3200.0,6400.0,2.83,6,2019-07-03,87,https://www.wta.org/go-hiking/hikes/miller-peak
2405,Mildred Point,Mount Rainier Area,7.0,roundtrip,3135.0,5900.0,4.67,6,2019-07-01,70,https://www.wta.org/go-hiking/hikes/mildred-point
2406,Merritt Lake and Lost Lake,Central Cascades,5.5,roundtrip,2100.0,5023.0,3.46,13,2019-07-02,174,https://www.wta.org/go-hiking/hikes/merritt-lake
2407,Middle Tiger,Issaquah Alps,9.0,roundtrip,1127.0,2607.0,3.67,6,2019-04-18,56,https://www.wta.org/go-hiking/hikes/middle-tiger
2408,Middle Fork Pasayten River,North Cascades,46.0,roundtrip,,,3.0,6,2018-09-27,19,https://www.wta.org/go-hiking/hikes/middle-fork-pasayten-river
2409,McGregor Mountain Trail,Central Cascades,16.0,roundtrip,6200.0,8122.0,3.0,3,2019-06-22,19,https://www.wta.org/go-hiking/hikes/mcgregor-mountain-trail
2410,Mazama Ridge Snowshoe,Mount Rainier Area,6.0,roundtrip,900.0,5700.0,4.29,7,2019-03-20,95,https://www.wta.org/go-hiking/hikes/mazama-ridge
2411,Marymere Falls,Olympic Peninsula,1.8,roundtrip,500.0,1100.0,3.88,26,2019-06-08,123,https://www.wta.org/go-hiking/hikes/marymere-falls
2412,Lundin Peak,Snoqualmie Region,,,2400.0,6000.0,3.5,2,2018-08-04,26,https://www.wta.org/go-hiking/hikes/lundin-peak-trail
2413,Lover's Lane Loop,Olympic Peninsula,5.8,roundtrip,480.0,2000.0,3.33,6,2019-06-15,29,https://www.wta.org/go-hiking/hikes/lovers-lane-loop
2414,Lower Falls Creek Trail,Southwest Washington,3.4,roundtrip,600.0,1410.0,3.8,10,2019-05-05,52,https://www.wta.org/go-hiking/hikes/lower-falls-creek
2415,Long Lake,South Cascades,3.8,roundtrip,500.0,4300.0,2.75,4,2018-09-08,6,https://www.wta.org/go-hiking/hikes/long-lake-1
2416,Lodge Lake,Snoqualmie Region,3.0,roundtrip,500.0,3500.0,3.56,18,2019-06-24,179,https://www.wta.org/go-hiking/hikes/lodge-lake
2417,Longs Pass,Snoqualmie Region,5.8,roundtrip,2100.0,6250.0,4.27,11,2019-06-23,180,https://www.wta.org/go-hiking/hikes/longs-pass
2418,Louis Lake,North Cascades,10.5,roundtrip,2300.0,5351.0,3.4,10,2019-06-13,26,https://www.wta.org/go-hiking/hikes/louis-lake
2419,Magnet Creek,Snoqualmie Region,6.0,roundtrip,2300.0,4400.0,2.8,5,2019-06-02,15,https://www.wta.org/go-hiking/hikes/magnet-creek
2420,Lowell Riverfront Park Trail,Puget Sound and Islands,3.0,trails,,,3.5,6,2019-03-17,28,https://www.wta.org/go-hiking/hikes/lowell-riverfront-park-trail
2421,Lynndale Loop,Puget Sound and Islands,1.0,roundtrip,,,2.0,3,2018-02-10,7,https://www.wta.org/go-hiking/hikes/lynndale-loop
2422,Lower Big Quilcene River,Olympic Peninsula,12.9,roundtrip,1890.0,2943.0,3.6,10,2019-06-15,176,https://www.wta.org/go-hiking/hikes/lower-big-quilcene-river
2423,Lyman Lakes,Central Cascades,21.0,roundtrip,2774.0,5983.0,3.0,7,2018-09-28,23,https://www.wta.org/go-hiking/hikes/lyman-lakes
2424,Madison Falls,Olympic Peninsula,0.2,roundtrip,46.0,,2.4,5,2019-05-05,18,https://www.wta.org/go-hiking/hikes/madison-falls
2425,Low Mountain,Snoqualmie Region,6.0,roundtrip,3300.0,5420.0,0.0,0,2019-01-13,8,https://www.wta.org/go-hiking/hikes/low-mountain
2426,Lower Dungeness River,Olympic Peninsula,12.6,roundtrip,1000.0,2500.0,3.57,7,2018-12-08,50,https://www.wta.org/go-hiking/hikes/lower-dungeness-river
2427,Lone Fir,North Cascades,2.0,roundtrip,,,3.8,5,2019-06-03,11,https://www.wta.org/go-hiking/hikes/lone-fir
2428,Log Flume,Eastern Washington,0.4,roundtrip,,,3.25,4,2019-05-25,2,https://www.wta.org/go-hiking/hikes/log-flume
2429,Maintenance Shed Road,South Cascades,7.0,roundtrip,400.0,4700.0,2.33,3,2019-02-24,16,https://www.wta.org/go-hiking/hikes/maintenance-shed-road
2430,Fourth of July Pass via Panther Creek,North Cascades,11.5,roundtrip,2000.0,3500.0,2.33,3,2019-06-17,33,https://www.wta.org/go-hiking/hikes/panther-creek-1
2431,Owyhigh Lakes,Mount Rainier Area,7.0,roundtrip,1650.0,5275.0,3.36,11,2019-06-30,137,https://www.wta.org/go-hiking/hikes/owyhigh-lakes
2432,Thunder Creek - Park Creek,North Cascades,55.2,roundtrip,9800.0,6100.0,2.8,5,2019-06-19,26,https://www.wta.org/go-hiking/hikes/park-creek-pass
2433,Otto Preserve,Puget Sound and Islands,1.2,roundtrip,130.0,250.0,2.0,1,2019-01-07,6,https://www.wta.org/go-hiking/hikes/otto-preserve
2434,Pass Creek,Central Cascades,7.0,roundtrip,1000.0,3250.0,2.5,4,2018-07-01,34,https://www.wta.org/go-hiking/hikes/pass-creek
2435,Padilla Bay,Puget Sound and Islands,4.4,roundtrip,30.0,30.0,3.1,10,2019-06-02,96,https://www.wta.org/go-hiking/hikes/padilla-bay
2436,Paradise Point State Park,Southwest Washington,1.0,roundtrip,,,4.0,1,2019-01-19,10,https://www.wta.org/go-hiking/hikes/paradise-point-state-park
2437,Park Butte,North Cascades,7.5,roundtrip,2200.0,5450.0,4.48,54,2019-06-30,448,https://www.wta.org/go-hiking/hikes/park-butte
2438,Paradise Glacier,Mount Rainier Area,10.0,roundtrip,,9000.0,3.17,6,2019-06-15,29,https://www.wta.org/go-hiking/hikes/paradise-glacier
2439,Olympic Hot Springs,Olympic Peninsula,4.8,roundtrip,600.0,2084.0,3.55,11,2019-05-25,71,https://www.wta.org/go-hiking/hikes/olympic-hot-springs
2440,Pack Forest - Hugo Peak,Puget Sound and Islands,4.5,roundtrip,880.0,1790.0,3.62,8,2019-06-13,81,https://www.wta.org/go-hiking/hikes/pack-forest-hugo-peak
2441,Olney Falls,Central Cascades,,,,,5.0,1,2019-07-04,12,https://www.wta.org/go-hiking/hikes/olney-falls
2442,Panther Creek Experimental Forest,Southwest Washington,7.2,roundtrip,1200.0,4000.0,2.0,4,2016-09-04,3,https://www.wta.org/go-hiking/hikes/panther-creek-experimental-forest
2443,Old Sauk River Trail,North Cascades,6.0,roundtrip,150.0,800.0,2.92,25,2019-06-16,207,https://www.wta.org/go-hiking/hikes/old-sauk
2444,Panther Creek Falls,Southwest Washington,0.16,roundtrip,100.0,1800.0,4.67,3,2019-04-28,33,https://www.wta.org/go-hiking/hikes/panther-creek-falls
2445,Pass Lake,North Cascades,1.0,roundtrip,300.0,3900.0,3.75,4,2018-12-04,13,https://www.wta.org/go-hiking/hikes/pass-lake
2446,Old Wagon Road Trail,Central Washington,1.8,roundtrip,550.0,2300.0,2.75,4,2018-05-26,7,https://www.wta.org/go-hiking/hikes/old-wagon-road-trail
2447,Pacific Crest Trail (PCT) Section H - Bridge of the Gods to White Pass,Southwest Washington,147.5,one-way,27996.0,7800.0,3.75,4,2018-10-12,57,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-h-bridge-of-gods-to-white-pass
2448,Pacific Crest Trail (PCT) Section J - Snoqualmie Pass to Stevens Pass,Snoqualmie Region,74.7,one-way,16000.0,,4.56,9,2019-02-23,176,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-j-snoqualmie-pass-to-stevens-pass-east
2449,Peggy's Pond,Snoqualmie Region,11.0,roundtrip,2300.0,5600.0,3.17,6,2019-06-22,106,https://www.wta.org/go-hiking/hikes/peggys-pond
2450,Patterson Mountain,North Cascades,4.0,roundtrip,1070.0,3520.0,3.71,7,2019-06-27,47,https://www.wta.org/go-hiking/hikes/patterson-mountain
2451,Pacific Crest Trail (PCT) Section K - Stevens Pass to Rainy Pass,Central Cascades,117.0,one-way,26351.0,6600.0,4.14,7,2019-03-09,130,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-k-stevens-pass-east-to-rainy-pass
2452,Otter Falls - Taylor River,Snoqualmie Region,11.0,roundtrip,650.0,1750.0,4.0,49,2019-06-25,540,https://www.wta.org/go-hiking/hikes/otter-falls-taylor-river
2453,Pacific Crest Trail (PCT) Section L - Rainy Pass to Manning Park,North Cascades,70.3,one-way,13649.0,7100.0,3.5,6,2019-05-25,49,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-l-rainy-pass-to-manning-park
