TITLE,REGION,DISTANCE,DIST_TYPE,GAIN,HIGHEST,RATING,RATING_COUNT,LATITUDE,LONGITUDE,REPORT_DATE,REPORT_COUNT,URL
Cedar Falls - Cedar Creek,North Cascades,3.5,roundtrip,500.0,3500.0,3.0,8,48.5791666667,-120.47868333299999,2019-08-03,73,https://www.wta.org/go-hiking/hikes/cedar-creek
Wedge Mountain,Central Cascades,2.0,roundtrip,2400.0,6900.0,3.67,3,47.481016589,-120.682067871,2019-08-10,28,https://www.wta.org/go-hiking/hikes/wedge-mtn
Seaquest State Park - Silver Lake,South Cascades,3.0,roundtrip,100.0,4390.0,2.2,5,46.29592750845922,-122.81763508741278,2019-08-24,20,https://www.wta.org/go-hiking/hikes/seaquest-state-park-silver-lake
Kendall Peak,Snoqualmie Region,9.2,roundtrip,2800.0,5784.0,3.4,5,47.42785499819438,-121.41334533691406,2019-11-13,111,https://www.wta.org/go-hiking/hikes/kendall-peak
Suntop Lookout,Mount Rainier Area,2.1,roundtrip,1100.0,5400.0,2.88,8,47.0088210328,-121.532639265,2019-11-03,143,https://www.wta.org/go-hiking/hikes/sun-top
Lake Sally Ann,Central Cascades,,,2530.0,5528.0,1.0,1,47.918023,-121.08766600000001,2019-09-19,16,https://www.wta.org/go-hiking/hikes/lake-sally-ann
Grand Ridge,Olympic Peninsula,15.0,roundtrip,3100.0,6625.0,4.56,9,47.9184166667,-123.38211666699999,2019-09-09,112,https://www.wta.org/go-hiking/hikes/grand-ridge
Guemes Mountain,Puget Sound and Islands,2.4,roundtrip,550.0,688.0,3.8,5,48.544545,-122.594473,2019-05-26,40,https://www.wta.org/go-hiking/hikes/guemes-mountain
Gold Mountain,Olympic Peninsula,4.0,roundtrip,1087.0,1687.0,4.29,7,47.5521027,-122.8276171,2019-06-10,41,https://www.wta.org/go-hiking/hikes/gold-mountain
Guillemot Cove,Olympic Peninsula,2.5,roundtrip,360.0,360.0,4.13,15,47.6159709231,-122.90851593000002,2019-10-19,85,https://www.wta.org/go-hiking/hikes/guillemot-cove
Goldmyer Hot Springs,Snoqualmie Region,24.0,roundtrip,,,4.38,8,47.5001019533,-121.44669592399998,2019-09-11,114,https://www.wta.org/go-hiking/hikes/goldmyer-hot-springs
Haney Meadow Loop Snowshoe,Central Cascades,7.7,roundtrip,2060.0,5960.0,4.5,2,47.3348885,-120.580815,2019-03-28,4,https://www.wta.org/go-hiking/hikes/haney-meadow-loop-snowshoe
Grizzly Bear Ridge - Wenaha River - Slick Ear Loop,Eastern Washington,20.0,roundtrip,1300.0,5400.0,0.0,0,46.06380387895042,-117.80283391621197,2019-09-02,5,https://www.wta.org/go-hiking/hikes/grizzly-bear-ridge-3103
Grass Camp,Snoqualmie Region,6.2,roundtrip,,,4.0,4,47.3135,-120.53499999999997,2018-05-27,1,https://www.wta.org/go-hiking/hikes/grass-camp
Greenbank Farm,Puget Sound and Islands,7.0,trails,275.0,300.0,3.2,5,48.1113282732,-122.57562160499998,2018-09-18,7,https://www.wta.org/go-hiking/hikes/greenbank-farm
Greenwater Trail to Lost Lakes,Mount Rainier Area,12.0,roundtrip,2700.0,5700.0,4.29,7,47.1059,-121.4751,2019-08-25,104,https://www.wta.org/go-hiking/hikes/greenwater-lakes-quinn-lost-lakes
Grand Canyon of Fifteenmile Creek,Issaquah Alps,1.4,roundtrip,350.0,1200.0,2.25,4,,,2019-11-16,14,https://www.wta.org/go-hiking/hikes/grand-canyon-of-fifteenmile-creek
Tatie Peak and Grasshopper Pass,North Cascades,9.4,roundtrip,1200.0,7386.0,3.21,14,48.7023666667,-120.672616667,2019-09-26,65,https://www.wta.org/go-hiking/hikes/grasshopper-pass
Green Mountain,Snoqualmie Region,10.0,roundtrip,3600.0,4700.0,4.2,5,47.4878265,-121.6875982,2019-10-15,57,https://www.wta.org/go-hiking/hikes/green-mountain-3
Halliday,Eastern Washington,8.4,roundtrip,2000.0,4800.0,3.67,3,48.9229712045,-117.31074863999999,2017-07-15,5,https://www.wta.org/go-hiking/hikes/halliday
Granite Mountain - Winter,Snoqualmie Region,,,3750.0,5629.0,4.0,4,47.3979139,-121.4877653,2019-08-25,134,https://www.wta.org/go-hiking/hikes/granite-mountain-snowshoe
Grass Mountain,Mount Rainier Area,8.0,roundtrip,2129.0,4329.0,4.0,3,,,2011-12-17,5,https://www.wta.org/go-hiking/hikes/grass-mountain
Goode Ridge,Central Cascades,10.0,roundtrip,4400.0,6600.0,3.5,6,48.4326024096,-120.881057731,2018-07-26,5,https://www.wta.org/go-hiking/hikes/goode-ridge
Gold Mine Trail,Puget Sound and Islands,3.5,roundtrip,,1330.0,3.4,5,48.92058170967161,-122.26564407391601,2019-04-28,34,https://www.wta.org/go-hiking/hikes/gold-mine-trail
Gee Point,North Cascades,3.0,roundtrip,700.0,4974.0,3.2,5,48.4182644942,-121.82275772100002,2019-08-26,19,https://www.wta.org/go-hiking/hikes/gee-point
Glacier Vista - Panorama Point,Mount Rainier Area,5.0,roundtrip,1300.0,6700.0,4.0,7,46.786033,-121.734983,2019-11-10,64,https://www.wta.org/go-hiking/hikes/glacier-vista-panorama-point
Gilbert Peak,South Cascades,20.0,roundtrip,4600.0,8184.0,0.0,0,46.5163507351,-121.262969971,2019-08-16,7,https://www.wta.org/go-hiking/hikes/gilbert-peak
Fortune Ponds,Central Cascades,13.0,roundtrip,2700.0,4700.0,2.2,5,47.823,-121.205333333,2019-08-26,34,https://www.wta.org/go-hiking/hikes/fortune-ponds
Gillette Lake and Greenleaf Overlook,Southwest Washington,8.6,roundtrip,650.0,875.0,4.0,2,45.650467,-121.933133,2019-10-26,9,https://www.wta.org/go-hiking/hikes/gillette-lake-and-greenleaf-overlook
Freedom Peak,Snoqualmie Region,,,,,0.0,0,47.4032611,-120.8386249,2019-08-11,8,https://www.wta.org/go-hiking/hikes/freedom-peak
Foulweather Bluff Preserve Trail,Olympic Peninsula,1.0,roundtrip,20.0,20.0,4.0,1,47.925516466,-122.600769997,2019-06-11,12,https://www.wta.org/go-hiking/hikes/foulweather-bluff-preserve-trail
Ginkgo Petrified Forest Interpretive Trails,Central Washington,3.0,roundtrip,200.0,2600.0,3.0,10,46.9477399,-120.03576279999999,2019-09-19,33,https://www.wta.org/go-hiking/hikes/gingko-petrified-forest-interpretive-trails
Ginkgo Petrified Forest State Park Backcountry,Central Washington,5.0,roundtrip,550.0,1200.0,2.0,5,46.9493247802,-120.00915527300003,2019-07-16,45,https://www.wta.org/go-hiking/hikes/gingko-petrified-forest-backcountry
Fort Worden State Park - Point Wilson,Olympic Peninsula,2.5,roundtrip,,,2.71,7,48.1437543057,-122.75513649,2019-08-22,32,https://www.wta.org/go-hiking/hikes/fort-worden-state-park-point-wilson
Freund Canyon,Central Cascades,7.3,roundtrip,1800.0,3000.0,0.0,0,47.6285824826,-120.65580368000002,2017-04-21,4,https://www.wta.org/go-hiking/hikes/freund-canyon
Gas Line Trail,Issaquah Alps,1.0,roundtrip,,,2.0,2,47.482329895,-121.92417942,2015-01-31,5,https://www.wta.org/go-hiking/hikes/gas-line-trail
Curtis Glacier,North Cascades,,,,,1.5,2,,,2016-08-20,2,https://www.wta.org/go-hiking/hikes/curtis-glacier
Church Lake,North Cascades,,,,,4.0,3,48.95672484399754,-121.85257492753908,2019-08-23,6,https://www.wta.org/go-hiking/hikes/church-lake
Mount Sylvester,Central Cascades,,,,,2.5,2,,,2009-10-11,4,https://www.wta.org/go-hiking/hikes/sylvester-mt
Plummer Peak,Mount Rainier Area,4.5,roundtrip,1500.0,6359.0,4.0,6,46.76823414340173,-121.73113098728027,2019-08-31,33,https://www.wta.org/go-hiking/hikes/plummer-peak
Pinnacle Peak,Mount Rainier Area,,,,,3.13,15,46.7685575046,-121.72971725499997,2019-08-29,98,https://www.wta.org/go-hiking/hikes/pinnacle-peak
Lake Philippa,Snoqualmie Region,,,,,3.5,2,,,2014-05-24,11,https://www.wta.org/go-hiking/hikes/lake-philippa
Dewey Peak,Mount Rainier Area,,,,,3.0,3,,,2009-08-03,1,https://www.wta.org/go-hiking/hikes/dewey-peak
The Castle,Mount Rainier Area,,,,,4.0,4,46.7666069,-121.6990741,2019-08-29,17,https://www.wta.org/go-hiking/hikes/the-castle
Tamanos Mountain,Mount Rainier Area,,,,,3.33,3,46.8937515,-121.5792006,2019-08-03,26,https://www.wta.org/go-hiking/hikes/tamanos-mountain
Seymour Peak,Mount Rainier Area,,,,,4.0,2,,,2009-08-03,2,https://www.wta.org/go-hiking/hikes/seymour-peak
Governors Ridge,Mount Rainier Area,,,,,1.67,3,,,2009-10-11,1,https://www.wta.org/go-hiking/hikes/governors-ridge
Denman Peak,Mount Rainier Area,,,,,3.5,2,,,2017-07-21,3,https://www.wta.org/go-hiking/hikes/denman-peak
Barrier Peak,Mount Rainier Area,,,,,2.5,2,46.862450509588804,-121.52990341152542,2018-09-25,6,https://www.wta.org/go-hiking/hikes/barrier-peak
Pratt Mountain,Snoqualmie Region,12.0,roundtrip,3299.0,5099.0,5.0,3,47.39579280211096,-121.47754669189453,2019-07-09,83,https://www.wta.org/go-hiking/hikes/pratt-mountain
Steamboat Prow,Mount Rainier Area,,,,,4.25,4,,,2019-08-27,15,https://www.wta.org/go-hiking/hikes/steamboat-prow
Charlia Lakes Way Trail,Olympic Peninsula,,,,,3.5,4,47.8337186,-123.0163316,2019-08-25,12,https://www.wta.org/go-hiking/hikes/charlia-lakes-way-trail
Mount Olympus,Olympic Peninsula,,,,,4.0,2,47.802028875237916,-123.70875835418701,2019-07-07,16,https://www.wta.org/go-hiking/hikes/mount-olympus
Double Eagle Mine - Devils Lake,North Cascades,,,,,3.0,2,48.11356323249646,-121.5790843963623,2015-01-25,3,https://www.wta.org/go-hiking/hikes/doubleeagle-mine-devils-lake
Mission Peak,Central Cascades,,,,6876.0,3.5,2,47.29746565324521,-120.44302923604846,2019-11-06,10,https://www.wta.org/go-hiking/hikes/mission-peak
Iron Mountain - Trout Creek,Central Cascades,,,,,2.0,2,47.8757746,-121.4609644,2016-03-31,6,https://www.wta.org/go-hiking/hikes/iron-mountain-trout-creek
Dog Lake to Cramer Lake (Trail 1106),South Cascades,,,,,2.5,4,46.6579476,-121.3601653,2019-09-07,26,https://www.wta.org/go-hiking/hikes/dog-lake-to-cramer-lake-trail-1106
West Fork Miller River,Central Cascades,,,,,3.25,4,47.67186094318796,-121.39755249023438,2019-07-24,15,https://www.wta.org/go-hiking/hikes/west-fork-miller-river
Three Musketeers Ridge (7680'),Central Cascades,,,,,2.67,3,,,2009-06-19,1,https://www.wta.org/go-hiking/hikes/three-musketeers-ridge-7680
McLeod Mountain,North Cascades,,,,8099.0,4.5,2,,,2018-05-26,2,https://www.wta.org/go-hiking/hikes/mcleod-mountain
Gabriel Peak,North Cascades,,,,7960.0,3.0,2,,,2009-06-04,1,https://www.wta.org/go-hiking/hikes/gabriel-peak
Cascade Lookout,Snoqualmie Region,,,,,3.5,2,,,2009-05-31,1,https://www.wta.org/go-hiking/hikes/cascade-lookout
South Ingalls Peak,Snoqualmie Region,,,,,3.5,2,47.435867497357705,-120.93724250793457,2019-06-21,28,https://www.wta.org/go-hiking/hikes/south-ingalls-peak
Hall Creek,Snoqualmie Region,,,,,1.67,3,,,2018-05-02,15,https://www.wta.org/go-hiking/hikes/hall-creek
Buckhorn Pass,Mount Rainier Area,,,,,3.33,3,,,2018-08-04,7,https://www.wta.org/go-hiking/hikes/buckhorn-pass
Duke of Kent,Snoqualmie Region,7.0,roundtrip,3400.0,4840.0,3.0,4,47.40928475402483,-121.60225868225098,2018-05-22,5,https://www.wta.org/go-hiking/hikes/duke-of-kent
Pine and Cedar Lakes,Puget Sound and Islands,5.0,roundtrip,1400.0,1600.0,3.87,15,48.6906873888327,-122.45292982086539,2019-11-09,146,https://www.wta.org/go-hiking/hikes/pine-and-cedar-lakes
Tolmie Peak Lookout - Eunice Lake,Mount Rainier Area,7.5,roundtrip,1100.0,5900.0,4.47,78,46.9327,-121.86361666699997,2019-10-14,606,https://www.wta.org/go-hiking/hikes/tolmie-peak
Navaho Peak,Snoqualmie Region,13.7,roundtrip,4223.0,7223.0,4.47,19,47.3661968,-120.80282069999998,2019-11-05,266,https://www.wta.org/go-hiking/hikes/navaho-peak
Mount McCausland,Central Cascades,7.0,roundtrip,1800.0,5747.0,4.8,30,47.8019712232,-121.07809066800002,2019-11-02,235,https://www.wta.org/go-hiking/hikes/mt.-mccausland
Fremont Lookout,Mount Rainier Area,5.6,roundtrip,1200.0,7200.0,4.54,46,46.9146166667,-121.64233333300001,2019-10-27,458,https://www.wta.org/go-hiking/hikes/mount-fremont-lookout
Golden Gate,Mount Rainier Area,3.2,roundtrip,1000.0,6400.0,3.8,5,46.7860333333,-121.734983333,2019-10-06,50,https://www.wta.org/go-hiking/hikes/golden-gate
Hamlin Park,Puget Sound and Islands,1.6,roundtrip,200.0,440.0,2.0,2,47.7451346354,-122.30750370099997,2019-08-07,9,https://www.wta.org/go-hiking/hikes/hamlin-park-shoreline
Klahhane Ridge,Olympic Peninsula,5.0,roundtrip,1700.0,6050.0,4.43,21,47.9870833333,-123.460866667,2019-09-21,166,https://www.wta.org/go-hiking/hikes/klahhane-ridge
Hoh River Trail to Five Mile Island,Olympic Peninsula,10.6,roundtrip,300.0,800.0,3.65,23,47.8596666667,-123.933716667,2019-10-08,181,https://www.wta.org/go-hiking/hikes/hoh-river
Spruce Railroad Trail,Olympic Peninsula,5.0,one-way,250.0,700.0,3.93,30,48.0932833333,-123.80251666700002,2019-11-03,137,https://www.wta.org/go-hiking/hikes/spruce-railroad
Sol Duc Falls,Olympic Peninsula,1.6,roundtrip,200.0,1951.0,4.0,19,47.9621913,-123.8498927,2019-10-04,105,https://www.wta.org/go-hiking/hikes/sol-duc-falls
Cape Alava Loop (Ozette Triangle),Olympic Peninsula,9.4,roundtrip,100.0,350.0,4.16,49,48.153554,-124.66791269999999,2019-10-13,308,https://www.wta.org/go-hiking/hikes/lake-ozette
Steptoe Butte State Park Heritage Site,Eastern Washington,,,,3612.0,5.0,1,47.032299,-117.29673600000001,,0,https://www.wta.org/go-hiking/hikes/steptoe-butte-state-park-heritage-site
Pacific Crest Trail (PCT) Section K - Stevens Pass to Rainy Pass,Central Cascades,117.0,one-way,26351.0,6600.0,4.25,8,47.74604568039404,-121.08916207903269,2019-09-14,141,https://www.wta.org/go-hiking/hikes/pacific-crest-trail-section-k-stevens-pass-east-to-rainy-pass
Magnuson Park,Puget Sound and Islands,3.0,trails,,15.0,3.5,6,47.676962960157134,-122.25589228804893,2019-08-28,7,https://www.wta.org/go-hiking/hikes/magnuson-park
Washington Park Arboretum,Puget Sound and Islands,5.0,roundtrip,50.0,150.0,3.4,10,47.641566895,-122.29053497300004,2019-10-28,60,https://www.wta.org/go-hiking/hikes/washington-park-arboretum
Grand Ridge Park - Water Tower Loop,Issaquah Alps,3.3,roundtrip,283.0,1175.0,3.25,4,47.544910386,-121.99087774399999,2019-11-02,34,https://www.wta.org/go-hiking/hikes/grand-ridge-park-watertower-loop
Westcrest Park,Puget Sound and Islands,2.0,roundtrip,220.0,340.0,4.0,1,47.521120595,-122.34284877699997,2018-08-07,2,https://www.wta.org/go-hiking/hikes/westcrest-park
Goat Falls,Mount Rainier Area,1.0,roundtrip,230.0,3060.0,3.2,5,46.9929851,-121.51164080000001,2019-06-25,26,https://www.wta.org/go-hiking/hikes/goat-falls
Pyramid Lake,North Cascades,4.2,roundtrip,1500.0,2500.0,3.6,10,48.7098333333,-121.145166667,2019-09-16,45,https://www.wta.org/go-hiking/hikes/pyramid-lake
Franklin Falls,Snoqualmie Region,2.0,roundtrip,400.0,2600.0,4.14,90,47.413,-121.44155,2019-11-16,934,https://www.wta.org/go-hiking/hikes/franklin-falls
Umtanum Creek Falls,Central Washington,3.0,roundtrip,700.0,2000.0,3.71,14,46.8996276,-120.64345880000002,2019-10-27,107,https://www.wta.org/go-hiking/hikes/umtanum-creek-falls
Boulder Cave,Mount Rainier Area,2.0,roundtrip,300.0,2700.0,3.83,6,46.9597488,-121.08642229999998,2019-09-14,61,https://www.wta.org/go-hiking/hikes/boulder-cave
Minotaur Lake,Central Cascades,3.5,roundtrip,1905.0,5580.0,3.75,24,47.82775,-121.02965,2019-11-10,208,https://www.wta.org/go-hiking/hikes/minotaur-lake
Monte Cristo Ghost Town,North Cascades,8.0,roundtrip,700.0,2800.0,3.95,22,48.0269777,-121.44469670000001,2019-11-04,284,https://www.wta.org/go-hiking/hikes/monte-cristo-143
North Mountain Lookout,North Cascades,2.5,roundtrip,,3956.0,4.5,2,48.308812502,-121.61112499299998,2019-09-18,22,https://www.wta.org/go-hiking/hikes/north-mountain-lookout
Gothic Basin,North Cascades,9.2,roundtrip,2840.0,5200.0,4.54,87,48.0261166667,-121.4425,2019-11-10,692,https://www.wta.org/go-hiking/hikes/gothic-basin
Copper Pass via Twisp River,North Cascades,10.6,roundtrip,3100.0,6720.0,3.0,6,48.4585666667,-120.56755,2016-09-28,12,https://www.wta.org/go-hiking/hikes/copper-pass
Ohme Gardens County Park,Central Washington,1.0,roundtrip,150.0,800.0,0.0,0,47.47804933971494,-120.32639004276422,2019-08-20,1,https://www.wta.org/go-hiking/hikes/ohme-gardens
Monroe Landing Low Tide Trail,Puget Sound and Islands,7.0,one-way,30.0,30.0,0.0,0,48.234010647161234,-122.7318791658837,2019-06-30,1,https://www.wta.org/go-hiking/hikes/monroe-landing-low-tide-trail-whidbey-island
Natapoc Mountain,Central Cascades,6.3,roundtrip,2300.0,4204.0,0.0,0,47.7698031344,-120.71441095299997,2019-03-10,4,https://www.wta.org/go-hiking/hikes/natapoc-mountain
Muddy Fork Lava Bed,South Cascades,5.0,roundtrip,500.0,4900.0,3.17,6,46.3255166667,-121.50581666699998,2019-09-01,1,https://www.wta.org/go-hiking/hikes/muddy-fork-lava-bed
Nike Horse Trail,Issaquah Alps,0.6,roundtrip,,,4.33,3,47.5301166,-122.1029636,2019-08-18,63,https://www.wta.org/go-hiking/hikes/nike-horse-trail
Newberry Hill Heritage Park,Olympic Peninsula,13.0,trails,250.0,350.0,4.0,4,47.6345400969,-122.754836082,2019-06-21,24,https://www.wta.org/go-hiking/hikes/newberry-hill-heritage-park
Napeequa River,Central Cascades,2.7,roundtrip,900.0,4900.0,2.8,5,48.0592696136,-120.92424759200003,2019-09-19,35,https://www.wta.org/go-hiking/hikes/napeequa-river
Narbeck Wetland Sanctuary,Puget Sound and Islands,2.0,trails,,,3.25,4,47.9327544,-122.26068629999997,2019-11-15,33,https://www.wta.org/go-hiking/hikes/narbeck-wetland-sanctuary
Mowich Lake Snowshoe,Mount Rainier Area,10.0,roundtrip,1400.0,5000.0,3.14,7,46.9270685132,-121.916025504,2019-11-07,82,https://www.wta.org/go-hiking/hikes/mowich-lake
Mount Shuksan,North Cascades,,,,9127.0,5.0,1,48.84958044597726,-121.68628692592972,2019-08-26,25,https://www.wta.org/go-hiking/hikes/mt-shuksan
Phantom Lake Loop,Puget Sound and Islands,3.2,roundtrip,130.0,370.0,2.5,2,47.5924245815,-122.13104009599999,2019-06-16,19,https://www.wta.org/go-hiking/hikes/phantom-lake-loop
Pierre Lake Trail,Eastern Washington,1.64,roundtrip,,2020.0,0.0,0,,,2017-05-21,1,https://www.wta.org/go-hiking/hikes/pierre-lake-trail
Nannie Peak Loop,South Cascades,14.1,roundtrip,1800.0,5800.0,4.0,1,46.42282947959424,-121.47361993789673,2019-07-09,26,https://www.wta.org/go-hiking/hikes/nannie-peak-loop
Philadelphia Mountain,Central Cascades,,,,,0.0,0,47.7818,-121.58839999999998,2019-01-26,4,https://www.wta.org/go-hiking/hikes/philadelphia-mountain
Preacher Mountain,Snoqualmie Region,,,,,0.0,0,,,2019-05-19,6,https://www.wta.org/go-hiking/hikes/preacher-mountain
Picnic Point,Puget Sound and Islands,1.0,trails,,,4.0,2,47.88047707026932,-122.33109131455421,2019-11-02,15,https://www.wta.org/go-hiking/hikes/picnic-point
Quartzite Mountain,Eastern Washington,3.0,roundtrip,,3714.0,4.0,4,48.2738392982,-117.65623569500002,2019-06-16,12,https://www.wta.org/go-hiking/hikes/quartzite-mountain
Mount Thomson,Snoqualmie Region,,,,,0.0,0,47.472367345935744,-121.36035293340683,2016-07-20,2,https://www.wta.org/go-hiking/hikes/mount-thomson
Rainbow-McAlester Loop,North Cascades,31.5,roundtrip,6650.0,6300.0,0.0,0,48.5076069,-120.73101830000002,2019-08-30,8,https://www.wta.org/go-hiking/hikes/rainbow-mcalester-loop
Ptarmigan Peak,North Cascades,,,,8614.0,0.0,0,48.865953,-120.53208999999998,2017-07-21,2,https://www.wta.org/go-hiking/hikes/ptarmigan-peak
Point Loops Trail,Puget Sound and Islands,,,,,0.0,0,,,2017-02-25,1,https://www.wta.org/go-hiking/hikes/point-loops-trail
Field Springs State Park - Puffer Butte,Eastern Washington,4.4,roundtrip,,,4.0,2,46.0801183483,-117.16852745,2019-02-15,8,https://www.wta.org/go-hiking/hikes/puffer-butte
Redmond Central Connector Trail,Puget Sound and Islands,4.6,roundtrip,13.0,49.0,2.0,1,47.67012575763176,-122.12421819467272,2018-12-16,2,https://www.wta.org/go-hiking/hikes/redmond-central-connector-trail
Palouse to Cascades Trail - Ellensburg Trailhead,Central Washington,,,,,2.0,3,47.1708107561,-120.87192535399998,2018-06-02,10,https://www.wta.org/go-hiking/hikes/palouse-to-cascades-trail-ellensburg
Rock Mountain via Rock Lake,Central Cascades,8.0,roundtrip,4050.0,6852.0,3.0,10,47.7757333333,-120.9581,2019-10-31,118,https://www.wta.org/go-hiking/hikes/rock-mountain-via-rock-lake
Multnomah Falls,Southwest Washington,1.2,roundtrip,100.0,611.0,3.5,8,45.5773564571,-122.116723261,2019-11-09,29,https://www.wta.org/go-hiking/hikes/multnomah-falls
Riverside State Park - Deep Creek Canyon,Eastern Washington,5.5,roundtrip,968.0,2165.0,3.33,3,47.7538671585,-117.550792694,2019-03-16,30,https://www.wta.org/go-hiking/hikes/riverside-state-park-deep-creek-canyon
Saltwater State Park,Puget Sound and Islands,2.0,trails,,,3.5,2,47.372959833116965,-122.32240579433443,2019-10-27,9,https://www.wta.org/go-hiking/hikes/saltwater-state-park
Pulaski Tunnel Trail,Eastern Washington,4.0,roundtrip,800.0,3720.0,5.0,1,47.4586182656,-115.93601703600001,2018-12-08,14,https://www.wta.org/go-hiking/hikes/pulaksi-tunnel-trail
North Star Mountain,Central Cascades,25.0,roundtrip,4500.0,8096.0,0.0,0,48.1984,-120.77460000000002,2018-08-11,1,https://www.wta.org/go-hiking/hikes/north-star-mountain
Preacher's Slough to Blue Slough,Southwest Washington,7.0,roundtrip,,20.0,1.75,4,46.9449053735,-123.65024864700001,2019-08-24,16,https://www.wta.org/go-hiking/hikes/preachers-slough-to-blue-slough
Palmer Mountain,Central Cascades,,,5051.0,4206.0,0.0,0,47.73982774601069,-121.44374012947083,2016-04-09,2,https://www.wta.org/go-hiking/hikes/palmer-mountain
Burch Mountain via Billy Goat Pass,North Cascades,9.0,roundtrip,3510.0,7782.0,0.0,0,,,2019-08-07,9,https://www.wta.org/go-hiking/hikes/burch-mountain-via-billy-goat-pass
Louis Lake,North Cascades,9.8,roundtrip,2240.0,5360.0,3.4,10,48.4392,-120.531,2019-11-08,28,https://www.wta.org/go-hiking/hikes/louis-lake
Lennox Creek (Dog Mountain),Snoqualmie Region,9.0,roundtrip,3800.0,5408.0,3.0,1,47.6364740064,-121.523362845,2019-09-14,43,https://www.wta.org/go-hiking/hikes/lennox-creek-dog-mountain
